equation,latex_label,section,source_manual_page,source_pdf_page,source_pdf_sha256,reconstructed_page,reconstructed_section,tex_file,tex_line_start,tex_line_end,tex_label_line,latex_snippet_sha256,transcription_status,verification_scope,validation_suite,code_implementation_status,notes
2-295,eq:source-los-yaw-rotation,Intercepts and Proportional Navigation,2-87,116,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-55,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,142,150,149,972867485cff2e9ca86279a380f540d5d65f166de6777302881b3bd8fa7e2d6f,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Second printed line-of-sight rotation matrix
2-296,eq:los-to-ecfc-acceleration-matrix,Intercepts and Proportional Navigation,2-88,117,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-55,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,152,160,159,20a8472d0b576c2dce8a54ad19d2d8748fc10163b08c2f726d5b21be3ccb67c9,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Transposed line-of-sight to ECFC acceleration matrix
2-297,eq:proportional-navigation-ecfc-acceleration,Intercepts and Proportional Navigation,2-88,117,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-56,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,162,171,170,9034109d12a89b588389fbe60f796419ef604c428e7423eaf0f8358a2857ee80,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Commanded ECFC acceleration components
2-298,eq:newton-linearization,Search Methods,2-98,127,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-62,Search Methods,manual/chapters/chapter02/06_02_search_methods.tex,22,25,24,16c7c4159f7465b01a49408cbbbe3ca03231c446a984660bba4996b9c534ae46,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Newton-Raphson local linearization
2-299,eq:newton-update-search,Search Methods,2-98,127,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-62,Search Methods,manual/chapters/chapter02/06_02_search_methods.tex,27,31,30,74815f75f5b6ab0cded9472e28d77a752a96bc0d44d149eeb2717e262065fbff,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Newton-Raphson root update
2-300,eq:secant-root-estimate,Search Methods,2-99,128,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-62,Search Methods,manual/chapters/chapter02/06_02_search_methods.tex,47,53,52,cf4d0bc6e81143ef95870ace91a8c151b6dba0df9c63298d59f8e8d11dc20633,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Secant root estimate
2-301,eq:parabolic-search-polynomial,Search Methods,2-99,128,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-62,Search Methods,manual/chapters/chapter02/06_02_search_methods.tex,69,72,71,2b19fe763aa89545c452d9f5560b9e5c381017164f8883b210c8441b02c957fe,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Parabolic search polynomial
2-302,eq:parabolic-search-b,Search Methods,2-100,129,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-63,Search Methods,manual/chapters/chapter02/06_02_search_methods.tex,88,98,97,d2a0b9563439989d3d810494f7e4177ca6d342448e5fcf646b58b26089878193,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Parabolic interpolation coefficient b
2-303,eq:parabolic-search-a,Search Methods,2-100,129,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-63,Search Methods,manual/chapters/chapter02/06_02_search_methods.tex,99,103,102,fe12b1303207e1bac60114600a7f71f1306e149736330b0b662deee8a75ad0f5,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Parabolic interpolation coefficient a
2-304,eq:parabolic-search-c,Search Methods,2-100,129,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-63,Search Methods,manual/chapters/chapter02/06_02_search_methods.tex,104,107,106,a86e936178fc0b211cb8cf251a4e34019a2e935928093e2ab55699c8a793db0e,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Parabolic interpolation coefficient c
2-305,eq:parabolic-search-roots,Search Methods,2-100,129,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-63,Search Methods,manual/chapters/chapter02/06_02_search_methods.tex,109,112,111,c66142152c67501de1ba0d5d213e90c64249c83131877cbb63d32c4d52ceb61c,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Roots of the fitted parabola
2-306,eq:golden-section-x1,Search Methods,2-101,130,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-63,Search Methods,manual/chapters/chapter02/06_02_search_methods.tex,124,127,126,e3ef2e5bc46d9ef986535af74228e6a90803176473715e1b98d1370d5f98a9bd,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,First golden-section interior point
2-307,eq:golden-section-x2,Search Methods,2-101,130,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-63,Search Methods,manual/chapters/chapter02/06_02_search_methods.tex,128,131,130,d35f3311e5fa782b9e995f4b4b3a52e3f99ae297aa1441d934163e0a9fa0b170,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Second golden-section interior point
2-308,eq:parabolic-minimum,Search Methods,2-101,130,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-64,Search Methods,manual/chapters/chapter02/06_02_search_methods.tex,149,152,151,6caa0ba8195c05aef17e447e0d9f24d3225d6b4478360874d58bfbbe74c59be6,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Stationary point of a parabola
2-309,eq:general-nonlinear-program,Optimization,2-102,131,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-64,Optimization,manual/chapters/chapter02/06_03_optimization.tex,6,15,14,49eee8b5c4db338926a84c7ec5458be07673b40cda1fa59b1e084c55012f3499,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,General nonlinear programming problem
2-310,eq:active-set-equality-problem,Optimization,2-102,131,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-64,Optimization,manual/chapters/chapter02/06_03_optimization.tex,31,37,36,534138a1c9b65d296806c730875035d6b297925aa6477cc647b7429d038892d8,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Active-set equality-constrained problem
2-311,eq:optimization-quadratic-approximation,Optimization,2-102,131,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-65,Optimization,manual/chapters/chapter02/06_03_optimization.tex,42,48,47,c54178e43525c5c9a53e023e81542960a274bbc14fb130aaea39c75e65f1c43c,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Quadratic approximation to the objective
2-312,eq:optimization-constraint-linearization,Optimization,2-102,131,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-65,Optimization,manual/chapters/chapter02/06_03_optimization.tex,50,54,53,6f4f0dc322d5d720c38c2a7fd66bedd5d7185e40bf9f8cd33308a4001ca85cde,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Linearized constraints
2-313,eq:optimization-quadratic-subproblem,Optimization,2-103,132,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-65,Optimization,manual/chapters/chapter02/06_03_optimization.tex,58,68,67,c5e42ac5c6efeded35995455feac1a39dce9ddd63f600ed0b507952a959580b5,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Variable-metric quadratic subproblem
2-314,eq:maximum-altitude-integral,Optimization,2-104,133,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-66,Optimization,manual/chapters/chapter02/06_03_optimization.tex,115,122,121,4716b6ff422fa6da6a6a505858f705087c555f6775f85f39ccca3637b326880c,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Path-integrated maximum-altitude violation
2-315,eq:maximum-altitude-constraint,Optimization,2-104,133,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-66,Optimization,manual/chapters/chapter02/06_03_optimization.tex,125,128,127,78d643cbcf0de2fa2361459782694df71e0cfb98f54267e12daba7fa9d5612c8,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section26.py,not yet mapped to an executable mathematics implementation,Printed maximum-altitude optimization constraint
3-1,eq:full-table-thrust,Full Tables,3-13,148,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,3-9,Full Tables,manual/chapters/chapter03/05_full_tables.tex,38,42,41,1be763a4fab3d3dc2b47971eac12ad1bb92cad826ac3fe9ad4415c045b308497,visually_verified,visual transcription plus repository structural validation,tools/check_manifest.py,not yet mapped to an executable mathematics implementation,Vacuum thrust minus ambient pressure times nozzle exit area
4-1,eq:stagnation-heating,Trajectory *Define data block,4-35,200,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,4-22,\problemblock {*Define} Data Block,manual/chapters/chapter04/03_01_define.tex,40,46,45,616fe0b36744f024247b6ede51bbdd9472c24622beca4d6390ec5df67b3eaf81,visually_verified,visual transcription plus Chapter 4 structural validation,tools/check_chapter04.py,not yet mapped to an executable mathematics implementation,Stagnation-point heat-transfer approximation
4-2,eq:qmin-satisfied,Trajectory *Define data block,4-38,203,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,4-24,\problemblock {*Define} Data Block,manual/chapters/chapter04/03_01_define.tex,176,181,178,bc4cb862121cfc2b77ee8064d4537245300170bf4b2d844d77e86262db5125f1,visually_verified,visual transcription plus Chapter 4 structural validation,tools/check_chapter04.py,not yet mapped to an executable mathematics implementation,Minimum-dynamic-pressure integral derivative when constraint is satisfied
4-3,eq:qmin-violated,Trajectory *Define data block,4-38,203,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,4-24,\problemblock {*Define} Data Block,manual/chapters/chapter04/03_01_define.tex,176,181,180,bc4cb862121cfc2b77ee8064d4537245300170bf4b2d844d77e86262db5125f1,visually_verified,visual transcription plus Chapter 4 structural validation,tools/check_chapter04.py,not yet mapped to an executable mathematics implementation,Minimum-dynamic-pressure integral derivative when constraint is violated
4-4,eq:initial-ecic-rotation,*Initial data block,4-44,209,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,4-28,\problemblock {*Initial} Data Block,manual/chapters/chapter04/03_05_initial.tex,107,110,109,335a4432c3fd2ee4ecaacafac432c8138eecdec874f58d6c4200f0c90da56cb4,visually_verified,visual transcription plus Chapter 4 structural validation,tools/check_chapter04.py,not yet mapped to an executable mathematics implementation,Rotation between ECFC and ECIC coordinate systems
4-5,eq:optimization-qmin-violation,*Optimize data block,4-64,229,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,4-39,\problemblock {*Optimize} Data Block,manual/chapters/chapter04/04_06_optimize.tex,123,128,125,243f2baf2434dda0c46bfc8e4c00ed35b3527a175a5ef86be36e165832b85f62,visually_verified,visual transcription plus Chapter 4 structural validation,tools/check_chapter04.py,not yet mapped to an executable mathematics implementation,Path-constraint integral when minimum dynamic pressure is violated
4-6,eq:optimization-qmin-satisfied,*Optimize data block,4-64,229,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,4-39,\problemblock {*Optimize} Data Block,manual/chapters/chapter04/04_06_optimize.tex,123,128,127,243f2baf2434dda0c46bfc8e4c00ed35b3527a175a5ef86be36e165832b85f62,visually_verified,visual transcription plus Chapter 4 structural validation,tools/check_chapter04.py,not yet mapped to an executable mathematics implementation,Path-constraint integral otherwise
4-7,eq:optimization-forward-difference,*Optimize data block,4-67,232,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,4-41,\problemblock {*Optimize} Data Block,manual/chapters/chapter04/04_06_optimize.tex,279,283,282,f1338c3ea66989b46d156be283916c8663823c119fe54222caaae9c06d9d5393,visually_verified,visual transcription plus Chapter 4 structural validation,tools/check_chapter04.py,not yet mapped to an executable mathematics implementation,Forward-difference numerical derivative
4-8,eq:optimization-central-difference,*Optimize data block,4-67,232,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,4-41,\problemblock {*Optimize} Data Block,manual/chapters/chapter04/04_06_optimize.tex,287,291,290,a525416694a997f584cf58cf7330596194a15abd75fb572c9889edfec89e7c6f,visually_verified,visual transcription plus Chapter 4 structural validation,tools/check_chapter04.py,not yet mapped to an executable mathematics implementation,Central-difference numerical derivative
